address,pred-POI,truth-POI,pred-building,truth-building,pred-unit,truth-unit,pred-floor,truth-floor,pred-room,truth-room
云里智能园 (2栋云杉云里医院药房(停车位附近这个门)),云里智能园,云里智能园 ,2栋,2栋,,,,,,
卓越皇后道 (5b7c),卓越皇后道,卓越皇后道 ,5b,5b,,,7,7,c,c
特发·和平里2期 (芙蓉阁505),特发·和平里2期,特发·和平里2期(芙蓉阁),,,,,5,5,505,505
神舟电脑大厦 (神舟大厦9楼贞知科技),神舟电脑大厦,神舟电脑大厦 ,,,,,9楼,9,,
耐尔金科技有限公司 (深圳市龙岗区五和大道世纪名城14楼1401),耐尔金科技有限公司(深圳市龙岗区五和大道世纪名城),深圳市龙岗区五和大道世纪名城,,,,,14楼,14楼,1401,1401
儒骏大厦 (10楼),儒骏大厦,儒骏大厦,,,,,10,10楼,,
面包新语(龙岗万科广场店) (面包新语),面包新语(龙岗万科广场店) (面包新语),面包新语(龙岗万科广场店) ,,,,,,,,
星河worldc座 (07层),星河world,星河world,c座,c座,,,07层,7,,
星河2期二楼平台c座出门左手黄色无人机外卖柜 (外卖柜),星河2期台门手色无人机 (外卖柜),星河2期二楼平台出门左手黄色无人机 ,c座,c座,,,楼,,外卖柜,外卖柜
星河world-f座 (2601-j11),星河world,星河world,f座,f座,,,26,26,2601-1,2601-j11
万科广场(深圳龙岗店) (台盖门口),万科广场(深圳龙岗店) (台盖门口),万科广场(深圳龙岗店) ,,,,,,,,
星河领创天下 (一期二楼办公区201室),星河领创天下 (一期),星河领创天下 (一期),,,,,二楼,2,201室,201
万科广场(龙岗店) (l3-29全棉时代),万科广场(龙岗店),万科广场(龙岗店),3,,,,9,3,2,29
万科星火online (7栋107，送进来办公室走后门),万科星火online,万科星火online ,7栋,7栋,,,1,1,107,107
珠江·旭景佳园2期 (旭景佳园二期7a1803),珠江·旭景佳园2期,珠江·旭景佳园2期 ,7,7,a,a,18,18,1803,1803
光雅园三巷 (七号903),光雅园三巷,光雅园三巷 (七号),七号,,,,9,9,903,903
联发公寓 (5楼507号),联发公寓,联发公寓,,,,,5,5楼,507号,507号
菜鸟驿站(惠州白石塘井市场店) (熙妍世佳，直接送进店),菜鸟驿站(惠州白石塘井市场店) 熙妍世佳直接送进店),菜鸟驿站(惠州白石塘井市场店) (熙妍世佳，直接送进店),,,,,,,,
星河world·cocopark (d栋21楼),星河world·cocopark,星河world·cocopark ,d栋,d栋,,,21楼,21楼,,
龙光·玖龙玺-a栋 (九龙玺a栋8层8b),龙光·玖龙玺,龙光·玖龙玺,a栋,a栋,,,8,8层,b,b
龙观九钻-4b栋 (20楼2009),龙观九钻,龙观九钻,4b栋,4b栋,,,20,20楼,2009,2009
智慧谷创新园 (布龙路智慧谷4楼),智慧谷创新园 (布龙路智慧谷),智慧谷创新园 (布龙路智慧谷),,,,,4楼,4,,
香林世纪华府 (1栋1单元1405),香林世纪华府,香林世纪华府,1栋,,1单元,1,14,14,1405,1405
创业花园-西北门 (122123栋1505),创业花园-西北门,创业花园-西北门,1223栋,122123栋,,,15,15,1505,1505
星河丹堤f区-1栋-2单元 (402),星河丹堤f区,星河丹堤f区,1栋,,2单元,2单元,4,4,402,402
星河world三期-g2栋 (10楼),星河world三期,星河world三期,g2栋,g2栋,,,10楼,10,,
华荣堡广场 (华荣堡写字楼208),华荣堡广场),华荣堡广场,,,,,2,2,208,208
城市山海中心 (a317),城市山海中心,城市山海中心,a,,,a,3,3,317,317
龙岸花园-12栋 (12栋d),龙岸花园,龙岸花园,栋,12栋,,,12,,d,d
龙光玖钻北丙期-3c栋(龙华红山地铁站店) (1717室),龙光玖钻北丙期,龙光玖钻北丙期,3c栋,3c栋,,,17,17,1717,1717室
深圳金湾雄鹰科技有限公司 (金西城适途汽配一栋三层(放前台)),深圳金湾雄鹰科技有限公司,深圳金湾雄鹰科技有限公司 ,一栋,一栋,,,三层,三层,,
民乐1区 (43栋304),民乐1区,民乐1区,栋,4栋,,,43,3,304,304
新潮味酒店-停车场 (碧新路2336号新潮味酒店前台),新潮味酒店-停车场 (碧新路2336号新潮味酒店前台),新潮味酒店-停车场,,,,,,,,
泊寓(坂田星火online店) (16栋泊寓111),泊寓(坂田星火online店),泊寓(坂田星火online店),栋,6栋,,,16,1,111,111
樟坑2区 (樟坑二区105栋201),樟坑区,樟坑二区,105栋,105栋,,,2,2,201,201
迎木烧烤 (迎木烧烤),迎木烧烤 (迎木烧烤),迎木烧烤,,,,,,,,
莱蒙·水榭春天6b (2栋5c),莱蒙·水榭春天,莱蒙·水榭春天6b,2栋,2栋,,,5,5,c,c
金西城 (2栋307),金西城,金西城 ,2栋,2栋,,,3,3,307,307
龙华区人民医院-白石龙社区健康服务中心预防接种门诊 (101),龙华区人民医院-白石龙社区健康服务中心,龙华区人民医院,,,,,1,1,101,101
远景家园 (5号商铺),远景家园,远景家园 (5号商铺),,,,,,,,
上丰花园-1栋 (2楼),上丰花园,上丰花园,1栋,1栋,,,2楼,2,,
boldbread(暂停营业) (龙塘村北十巷4号203房),boldbread(暂停营业)(龙塘村北十巷4号),boldbread(暂停营业) (龙塘村北十巷4号),,,,,2,2,203房,203房
星河丹堤c区 (23-01),星河丹堤c区,星河丹堤c区,,23,,,23,,3-01,1
五和新村 (五和路三巷九号发现美公寓701),五和新村 (五和路三巷九号发现美公寓),五和路三巷九号发现美公寓,,,,,7,7,701,701
上油松村-西北门 (1211美术教育166栋1404),上油松村-西北门,上油松村-西北门,66栋,166栋,,,1214,14,12111404,1404
麒麟西 (一巷12号701(泊寓-星光公社)),麒麟西 (一巷12号),麒麟西 (一巷12号(泊寓-星光公社)),,,,,7,7,701,701
麒麟西 (麒麟西7巷9栋1305),麒麟西 (麒麟西7巷),麒麟西7巷,9栋,9栋,,,13,13,1305,1305
星河world-f座 (f栋8楼),星河world,星河world,f座,f座,,,8楼,8,,
威思达健身俱乐部(上河坊店) (威思达健身俱乐部),威思达健身俱乐部(上河坊店) (威思达健身俱乐部),威思达健身俱乐部(上河坊店),,,,,,,,
易佰大厦1楼大厅美团外卖柜,易佰大厦,易佰大厦,,,,,1,1楼,,外卖柜
星河传奇1期 (1c栋2806门口),星河传奇1期,星河传奇1期 ,1c栋,1c栋,,,28,28,2806,2806
星河world-g座 (1楼),星河world,星河world,g座,g座,,,1楼,1,,
东明大厦(民康路) (东明大厦1楼),东明大厦(民康路),东明大厦(民康路),,,,,1楼,1,,
星河world-g2栋 (16楼 分米互联),星河world,星河world,g2栋,g2栋,,,16楼,16,,
星河coco city(民治店) (c门星巴克后面华为体验店),星河coco city(民治店),星河coco city(民治店) (c门星巴克后面华为体验店),,,,,,,,
万科和风轩1期 (d1502),万科和风轩1期,万科和风轩期,d,d,,1,15,5,1502,502
生活居管理处 (生活居5楼501(环城西路19号)),生活居管理处,生活居管理处 (环城西路19号),,,,,5楼,5,501,501
星河world银湖谷 (3a栋3401室),星河world银湖谷,星河world银湖谷 ,3a栋,3a栋,,,34,34,3401室,3401室
天寓青年国际社区(南坑店) (广东省深圳市龙岗区坂田街道南坑社区麒麟西五和大道南16号天寓),天寓青年国际社区(南坑店) (广东省深圳市龙岗区坂田街道南坑社区麒麟西五和大道南16号天寓,天寓青年国际社区(南坑店) (广东省深圳市龙岗区坂田街道南坑社区麒麟西五和大道南16号天寓),,,,,,,,
深圳市蓝思网络技术有限公司 (1985园中园2号楼),深圳市蓝思网络技术有限公司 (1985园中园),深圳市蓝思网络技术有限公司,2号楼,,,,,2,,
兴盛公寓-1栋 (惠州市惠阳区三大屋新村厂下11号兴盛公寓306),惠州市惠阳区三大屋新村厂下11号兴盛公寓,兴盛公寓,1栋,1栋,,,3,3,306,306
梅花新园 (b单元203室),梅花新园,梅花新园,,,b单元,b单元,2,2,203室,203
星河银湖谷3-b栋 (4003),星河银湖谷,星河银湖谷3,3-b栋,b栋,,,40,40,4003,4003
新龙大厦 (外卖柜电梯上四楼418),新龙大厦,新龙大厦,,,,,楼4,4,418,418
龙华区观澜行政服务大厅-南门 (观澜街道行政服务大厅后门),龙华区观澜行政服务大厅-南门 ,龙华区观澜行政服务大厅-南门,,,,,,,,
悦龙华府一期 (带回希尔顿酒店),悦龙华府一期,悦龙华府一期 (带回希尔顿酒店),,,,,,,,
星河world二期-b栋 (27楼),星河world二期,星河world二期,b栋,b栋,,,27楼,27,,
三轮车快餐厅 (广东省深圳市龙岗区南联植物园路260号后门(竹湾村里面)),圳市龙岗区南联植物园路260号后门(竹湾村面,三轮车快餐厅,,,,,,,,
祥瑞华大厦b栋 (1507室),祥瑞华大厦,祥瑞华大厦,b栋,b栋,,,15,15,1507,1507室
深圳市阿思特科技有限公司 (阿思特科技有限公司5楼),深圳市阿思特科技有限公司,深圳市阿思特科技有限公司 ,,,,,5楼,5楼,,
龙光·玖钻南期-5c栋 (龙光玖钻5c外卖架),龙光·玖钻南期,龙光·玖钻南期 (龙光玖钻5c),5c栋,5c栋,,,,,,外卖架
圆梦科技大厦 (210),圆梦科技大厦,圆梦科技大厦 ,,,,,2,2,210,210
幸福楼 (1楼),幸福楼,幸福楼,,,,,1,1楼,,
深圳北站-a1出站口 (深圳北站a1出站口),深圳北站-a1出站口 ,深圳北站-a1出站口 (深圳北站a1出站口),,,,,,,,
星河world-g座 (龙岗区星河wordg2座楼下电话联系下来拿),星河world,星河world,g座2,g2座,,,,,,
深圳北行车公寓 (新宿舍楼),深圳北行车公寓 (新宿舍),深圳北行车公寓 (新宿舍楼),楼,,,,,,,
鼎曦大厦 (23b燃气公司),鼎曦大厦气,鼎曦大厦,,,,,23,23,b,b
龙军花园-a3栋 (深圳市龙华大浪龙军花园a3栋1a),深圳市龙华大浪龙军花园,深圳市龙华大浪龙军花园,a3栋,3栋,,,1,1,,a
佳兆业·水岸新都1期 (帅大妈),佳兆业·水岸新都1期 (帅大妈),佳兆业·水岸新都1期,,,,,,,,
创丰中心-a座 (创丰中心a座513室),创丰中心,创丰中心,a座,a座,,,5,5,513室,513
安宏基天曜广场-a栋 (深圳市龙华区民治街道大岭社区安宏基天曜广场1栋a座4e01),深圳市龙华区民治街道大岭社区安宏基天曜广场,深圳市龙华区民治街道大岭社区安宏基天曜广场,栋1栋a座,1栋a座,,,4e,4,4e01,e01
阿里巴巴博丰深圳仓 (华南物流五号仓，42-43 阿里巴巴博丰仓),阿里巴巴博丰深圳仓 (华南物流五号仓),阿里巴巴博丰深圳仓 (华南物流五号仓),,,,,,,3,42-43
春华四季园(东门) (10栋5单元3b),春华四季园(东门),春华四季园(东门) ,10栋,10栋,5单元,5单元,3,3,b,b
东边幼儿园 (东边村幼儿园),东边幼儿园 ,东边幼儿园,,,,,,,,
泊寓坂田星光公社 (7巷11号泊寓6楼601),泊寓坂田星光公社 (7巷11号泊寓),泊寓坂田星光公社 (7巷11号),,,,,6,6楼,601,601
圆梦科技大厦 (圆梦科技大厦9楼),圆梦科技大厦,圆梦科技大厦,,,,,9楼,9,,
菜鸟驿站(深圳坂田河背南十巷四号101店) (河背南十巷四号101店),菜鸟驿站(深圳坂田河背南十巷四号),菜鸟驿站(深圳坂田河背南十巷四号),,,,,1,1,101店0,101
牛栏前大厦 (深圳市龙华区民治街道牛栏前大厦b1206),深圳市龙华区民治街道牛栏前大厦,牛栏前大厦 (深圳市龙华区民治街道牛栏前大厦),b,,,b,12,12,1206,1206
新亚洲学校-西门 (新亚洲学校西门(初中部大门)),新亚洲学校-西门,新亚洲学校-西门 (新亚洲学校西门(初中部大门)),,,,,,,,
星河world-f座 (外卖柜),星河world,星河world(),f座,f座,,,,,外卖柜,外卖柜
万科星火online-6栋 (3层308),万科星火online,万科星火online,6栋,6栋,,,3层,3,308,308
横岭二区-2栋 (11楼1106),横岭二区,横岭二区,2栋,2栋,,,11,11楼,1106,1106
星河银湖谷-5栋 (龙岗区星河银湖谷5栋0单元30层3005),星河银湖谷,星河银湖谷,5栋,5栋,0单元,0单元,30,30层,3005,3005
深圳雅邦朗悦国际酒店 (1008),深圳雅邦朗悦国际酒店,深圳雅邦朗悦国际酒店 ,,,,,10,10,1008,1008
潜龙鑫茂花园 (b区b1栋2单元8楼8e),潜龙鑫茂花园 (b区),潜龙鑫茂花园 (b区),b1栋,b1栋,2单元,2单元,8楼,8楼,e,8e
坂田创意产业园-y3栋 (龙岗区坂田街道雅园路5号坂田创意产业园y3栋107-),坂田创意产业园,龙岗区坂田街道雅园路5号坂田创意产业园,y3栋,y3栋,,,1,1,107-,107
星河丹堤b区-1栋 (3单元102),星河丹堤b区,星河丹堤b区,1栋,栋,3单元,3单元,,1,102,102
龙塘村-东北1门 (北区三巷9号69公寓507),龙塘村-东北1(北区三巷9号寓),龙塘村-东北1门,69,,,,5,5,507,507
坪山太辰光科技园 (锦绣中路8号),坪山太辰光科技园 (锦绣中路8号),坪山太辰光科技园,,,,,,,,
雅宝三星体验店 (l2s-027a奈雪隔壁),雅宝三星体验店,雅宝三星体验店,l2,,s,,,,27a,
龙光·玖钻销售中心 (1a栋1716房),龙光·玖钻销售中心,龙光·玖钻销售中心 ,1a栋,1a栋,,,17,17,1716房,1716
盛龙花园(盛龙路) (5栋2单元305),盛龙花园(盛龙路),盛龙花园(盛龙路) ,5栋,5栋,2单元,2单元,3,3,305,305
潜龙曼海宁花园北区 (1栋21b),潜龙曼海宁花园北区,潜龙曼海宁花园北区 ,1栋,1栋,,,21,21,b,b
壹城中心第7区 (3b4006),壹城中心第7区,壹城中心第7区,3b,3,,b,40,40,4006,4006
安鸿基天耀大厦停车场入口美团外卖柜,安鸿基天耀大厦停车场入口美团,安鸿基天耀大厦停车场入口美团外卖柜,,,,,,,外卖柜,
锦绣鸿都大厦 (8楼税务局),锦绣鸿都大厦,锦绣鸿都大厦 ,,,,,8楼,8楼,,
荟港尊邸 (港铁天颂c2栋1103),荟港尊邸),荟港尊邸 (港铁天颂),c2栋,c2栋,,,11,11,1103,1103
锦绣江南4期 (五栋12a),锦绣江南4期,锦绣江南4期 ,五栋,五栋,,,12,12,a,a
星河郡寓·深圳雅宝店-1号楼 (星河郡寓3510室),星河郡寓·深圳雅宝店,星河郡寓·深圳雅宝店,1号楼,1号楼,,,35,35,3510,3510室
南坑村 (南坑老村七巷4号501),南坑老村七巷4号,南坑村 (南坑老村七巷4号),,,,,5,5,501,501
新宏润商行 (民繁路338号润达圆庭，东面，街铺，新宏润),新宏润商行 (民繁路338号润达圆庭,新宏润商行 (民繁路338号润达圆庭),,,,,,,,
星河world-f座 (21楼),星河world,星河world,f座,f座,,,21,21楼,,
新亚洲花园-23号楼 (新亚洲花园23栋3b),新亚洲花园,新亚洲花园,23栋,23栋,,,,3,b,b
裕诚 (1栋4楼正中间办公室),裕诚,裕诚,1栋,1栋,,,4楼,4,,
星河world-d座 (2楼外卖柜),星河world,星河world,d座,d座,,,2,2楼,,外卖柜
金地上塘道花园二期-8栋 (b座10e),金地上塘道花园二期,金地上塘道花园二期,8栋b座,8栋,,,10,10,e,e
星河world-g2栋 (10楼),星河world,星河world,g2栋,g2栋,,,10楼,10,,
钰腾阁loft公寓 (旁边品阁居6楼601),钰腾阁loft公寓,钰腾阁loft公寓 ,,,,,6,6楼,601,601
星河worldc座 (2楼大堂，不要放柜子),星河world,星河worldc座,c座,,,,2,2,,
星河world·coco park-a栋 (16楼),星河world·coco park,星河world·coco park,a栋,a栋,,,16楼,16,,
和平里花园ii期 (杜鹃阁3810室(送到家)),和平里花园ii期 (杜鹃阁),和平里花园ii期,,,,,38,38,3810室,3810
佳业广场美团外卖柜,佳业广场美团,佳业广场美团外卖柜,,,,,,,外卖柜,
俪景中心 (12栋20楼i号房),俪景中心,俪景中心,12栋,12栋,,,20,20,i,i
万科·金域华府(新区大道) (2期1a栋603),万科·金域华府(新区大道),万科·金域华府(新区大道) (2期),1a栋,1a栋,,,6,6,603,603
中国南方电网(龙华营业厅) (西南门，上塘商业大厦对面),中国南方电网(龙华营业厅) (西南门，上塘商业大厦对面),中国南方电网(龙华营业厅),,,,,,,,
溪山美地园 (14a29ab),溪山美地园,溪山美地园,1,14a,a,,429,29,ab,ab
中海朗月苑-3栋 (7-48依然美美容院),中海朗月苑,中海朗月苑,3栋,3栋,,,,,748,7-48
比亚迪宝龙厂-主门 (深圳市龙岗区宝龙比亚迪主门),比亚迪宝龙厂-主门 (深圳市龙岗区宝龙比亚迪主门),比亚迪宝龙厂-主门 ,,,,,,,,
创业花园92栋 (创业花园92栋905室),创业花园,创业花园,2栋,2栋,,,9,9,905室,905
星河world tower f (19楼),星河world tower,星河world tower ,f,f,,,19楼,19,,
上汽大众(深圳誉成店) (上汽大众后面一栋维修车间配件部),上汽大众(深圳誉成店) ,上汽大众(深圳誉成店) (上汽大众后面一栋维修车间配件部),,,,,,,,
美丽365花园-4号门 (d1栋a单元601),美丽35花园-4号门,美丽35花园-4号门 ,d1栋,d1栋,a单元,a单元,6,6,601,601
星河world-g座 (6楼),星河world,星河world,g座,g座,,,6楼,6,,
合正中央原著 (南区2栋2502(25cd)),合正中央原著 (南区),合正中央原著 (南区),2栋,2栋,,,25,25,2502cd,2502
万科天誉花园2期 (6栋a单元12楼1202室),万科天誉花园2期,万科天誉花园2期 ,6栋,6栋,a单元,a单元,12楼,12,1202室,1202
横岭村四区-107栋 (1楼),横岭村四区,横岭村四区,107栋,107栋,,,1,1楼,,
星河领创天下 (星河领创天下二期二楼225),星河领创天下二期,星河领创天下二期,,,,,2,二楼,225,225
卓越皇后道-4栋-a单元 (25b),卓越皇后道,卓越皇后道,4栋,4栋,a单元,a单元,25,25,b,25b
福林大厦 (福林青年社区805),福林大厦,福林大厦 (福林青年社区),,,,,8,8,805,805
星光之约花园-西门 (38栋301),星光之约花园-西门,星光之约花园-西门,8栋,8栋,,,3,3,301,301
万科第五园三期 (揽月居c1605),万科第五园三期,万科第五园三期 ,,c,c,,16,16,1605,605
东方明珠城 (龙城街道东方明珠6座3201),龙城街道东方明珠,东方明珠城,6座,6座,,,32,32,3201,3201
圣·莫丽斯 (c5 8b),圣·莫丽斯,圣·莫丽斯,c5,c,,5,8,8,b,b
龙禾花园-21栋 (4楼),龙禾花园,龙禾花园,21栋,21栋,,,4楼,4,,
本丰写字楼 (本丰写字楼五楼),本丰写字楼,本丰写字楼 ,,,,,五楼,五楼,,
星河world-g座 (g2栋四楼货拉拉呼叫中心),星河world,星河world,栋,g2栋,,,四楼,四楼,,
悦澜山花园 (7a9d),悦澜山花园,悦澜山花园 ,7a,7a,,,9,9,d,d
樟坑一区-65栋 (207房间(你好酒店这边门)),樟坑一区,樟坑一区,65栋,65栋,,,2,2,207,207房
美味思·面包蛋糕(盛平店) (深圳市龙岗区龙城街道盛平松子岭一巷30-1),美味思·面包蛋糕(盛平店)深圳市龙岗区龙城街道盛平松子岭一巷),美味思·面包蛋糕(盛平店) (深圳市龙岗区龙城街道盛平松子岭一巷30-1),,,,,,,30-1,
旭景佳园3期 (10栋a301),旭景佳园期,旭景佳园期,10栋,10栋,a,,3,3,301,a301
阿坤便利店 (松子坑上二巷三号(阿坤便利店后面)),阿坤便利店 (松子坑上二巷三号(阿坤便利店后面)),阿坤便利店 (松子坑上二巷三号),,,,,,,,
创业花园-232栋 (创业花园232栋星窝公寓918),创业花园,创业花园,232栋,232,,,9,9,918,918
梵羽国际瑜伽(春华四季园店) (梵羽国际瑜伽春华四季园店),梵羽国际瑜伽(春华四季园店),梵羽国际瑜伽(春华四季园店) (梵羽国际瑜伽春华四季园店),,,,,,,,
星河world二期-b栋 (外卖柜),星河world二期,星河world二期(外卖柜),b栋,b栋,,,,,柜,
华业玫瑰四季馨园一期 (1栋4座15d),华业玫瑰四季馨园一期,华业玫瑰四季馨园一期 ,1栋4座,1栋4座,,,15,15,d,d
金恒丰地毯墙纸 (1056号201),金恒丰地毯墙纸1056号,金恒丰地毯墙纸,,1056号,,,2,2,201,201
星河2期二楼平台c座出门左手黄色无人机外卖柜 (1),星河2期台,星河2期二楼平台c座出门左手黄色无人机 ,c座,,,,楼,,外卖柜,外卖柜
创业花园-199号楼 (905),创业花园,创业花园,199号楼,19号楼,,,,9,905,905
玖钻物业体验中心 (龙华区龙光玖钻1a栋写字楼723室),玖钻物业体验中心 (龙华区龙光玖钻),龙华区龙光玖钻,1a栋,1a栋,,,7,7,723室,723室
壹方天地 (a区l2-029台盖),壹方天地 (a区),壹方天地 (a区),l2,,,,,2,29,
白石龙一区-102号楼 (102栋12楼1205),白石龙一区,白石龙一区,102号楼102栋,102号楼,,,12楼,12,1205,1205
儒骏大厦 (儒骏大厦4楼),儒骏大厦,儒骏大厦,,,,,4,4楼,,
星河world二期-dc栋 (深圳市龙华区民治街道星河world二期c栋805),星河world二期,星河world二期,dc栋,c栋,,,8,8,805,805
1970科技小镇 (7栋3楼301室),1970科技小镇,1970科技小镇 ,7栋,7栋,,,3楼,3,301室,301
鑫海公寓-e栋 (12层e1211),鑫海公寓,鑫海公寓,e栋,e栋,,,12层,12,1211,e1211
悦湖大厦 (9a7),悦湖大厦,悦湖大厦,9,,,,,9,a7,a7
星河word写字楼-e栋 (龙华区五和大道星河word二期e栋1303室),(龙华区五和大道星河word二期,星河word写字楼,e栋,e栋,,,13,13,1303室,1303
当纳利物流园 (进门往右一直开最后一排a42柱子韵达二楼),当纳利物流园门一,当纳利物流园,a42,,,,二楼,二楼,,
华侨城北站壹号 (北站一号39楼),华侨城北站壹号,华侨城北站壹号,,,,,39楼,39,,
坂田国际中心 (d栋5楼),坂田国际中心,坂田国际中心,d栋,d栋,,,5楼,5,,
龙华区科技创新中心-25座 (1层a门),龙华区科技创新中心,龙华区科技创新中心,25座,25座,,,1层,1层,a,
星河world·银湖谷-6号楼 (深圳市龙岗区坂田街道银湖谷6栋3503),星河world·银湖谷深圳市龙岗区坂田街道银湖谷,龙岗区坂田街道银湖谷,6栋,6栋,,,35,35,3503,3503
香林世纪华府 (3栋1单元),香林世纪华府,香林世纪华府 ,3栋,3栋,1单元,1单元,,,,
坂田手造文化街 (坂田街道雅园路16号6楼索汉瑜伽),坂田手造文化街 (坂田街道雅园路16号),坂田手造文化街,,,,,6,6,,
龙光·玖钻南区-4d栋 (2136),龙光·玖钻南区,龙光·玖钻南区,4d栋,4d,,,21,21,2136,2136
卓越皇后道 (6a16b(进门左边第二栋)),卓越皇后道,卓越皇后道,6栋,6a,a,,16,16,b,b
星河world-f座 (雅宝路1星河world星河world-f座15楼1501),雅宝路1星河world星河,星河world(雅宝路1星河world星河world),f座,f座,,,15,15楼,1501,1501
永成地产 (广东省深圳市龙岗区坂田街道和[UNK]村九巷三号10楼1001),永成地产 (广东省深圳市龙岗区坂田街道和[UNK]村九巷三号),广东省深圳市龙岗区坂田街道和[UNK]村九巷三号,,,,,10,10楼,1001,1001
万科星火online-7栋 (前门前台135-136),万科星火online,万科星火online,7栋,7栋,,,1,,16,135-136
星美电竞(坂田店) (4号房),星美电竞(坂田店),星美电竞(坂田店) (4号房),4号,,,,,,,
星河丹堤e区 (星河丹堤e7栋1单元1002),星河丹堤e区,星河丹堤e区,e7栋,7栋,1单元,1单元,10,10,1002,1002
美传书院 (富奇创意大厦1楼116号),美传书院 (富奇创意大厦),富奇创意大厦,,,,,1楼,1,116号,116
旭景佳园3期 (9a303),旭景佳园期,旭景佳园期,,9a,a,,39,3,303,303
星河world1期-a座 (2103),星河world1期,星河world1期,a座,a座,,,21,,2103,2103
颐安·都会中央5期 (5e栋10e房),颐安·都会中央5期,颐安·都会中央5期,5e栋,5栋,,,10,10,,e
华业玫瑰四季二期-东门 (1栋3单元8楼8b),华业玫瑰四季二期-东门,华业玫瑰四季二期-东门,1栋,1栋,3单元,3单元,8楼,8,b,b
凯腾大厦-西北1门 (502),凯腾大厦-西北1门,凯腾大厦-西北1门 ,,,,,5,5,502,502
安宏基天曜广场-a栋 (安宏基天曜广场a座25a01),安宏基天曜广场,安宏基天曜广场,a栋,a栋,,,25,25,25a01,a01
星河world·coco park (古德菲力健身房前台),星河world·coco park,星河world·coco park (古德菲力健身房前台),,,,,,,,
tod科技中心-2栋 (4楼),tod科技中心,tod科技中心,2栋,2栋,,,4楼,4,,
星河传奇2期(建设中) (a栋3102),星河传奇2期(建设中),星河传奇2期(建设中) ,a栋,a栋,,,31,31,3102,3102
樟坑老村-28号楼 (樟坑老村28号民治街道二办办公楼(民德路),街民德路),樟坑老村,28号楼,28号楼,,,,,,
锦绣江南花园二期2栋 (二期二栋一单元玫瑰苑102),锦绣江南花园二期,锦绣江南花园二期(玫瑰苑),2栋,2栋,一单元,一单元,1,1,102,102
坂田创意产业园y2栋 (1层2室 沃科卡尔),坂田创意产业园,坂田创意产业园,y2栋,y2栋,,,1层,1层,,2室
华侨城北站壹号 (写字楼2801),华侨城北站壹号 (写字楼),华侨城北站壹号,,,,,28,28,2801,2801
星河world(二期)-c座 (902),星河world(二期),星河world(二期,c座,c座,,,9,9,902,902
星河丹堤e区 (星河丹堤e7栋1单元1002),星河丹堤e区,星河丹堤e区,e7栋,7栋,1单元,1单元,10,10,1002,1002
吉星楼 (坂田南坑南三巷4号502),吉星楼 (坂田南坑南三巷4号),吉星楼,,4号,,,5,5,502,502
中粮祥云 (1a3602),中粮祥云,中粮祥云,1,1a,a,,36,36,3602,3602
荣诚大厦 (a栋302),荣诚大厦,荣诚大厦 ,a栋,a栋,,,3,3,302,302
星河world-d座 (9楼),星河world,星河world,d座,d座,,,9楼,9,,
汉仁宫养生坊(龙华旗舰店) (188房间),汉仁宫养生坊(龙华旗舰店),汉仁宫养生坊(龙华旗舰店),,,,,1,1,188,188房
hbc汇隆中心-南塔 (汇隆中心2109),hbc汇隆中心-南塔,hbc汇隆中心-南塔,,,,,21,,2109,
明辉大厦 (703),明辉大厦,明辉大厦 ,,,,,7,7,703,703
金地上塘道花园 (龙华区上塘路金地上塘道花园一期6栋8c),龙华区上塘路金地上塘道花园一期,金地上塘道花园一期,6栋,6栋,,,8,8,c,c
华侨城创想大厦 (北站壹号创想大厦办公楼39楼华宝新能),华侨城创想大厦 (北站壹号创想大厦办),北站壹号创想大厦办公楼,,,,,39楼,39,,
星河world f座 (三期f栋20楼有客公司),星河world期,星河world三期,f栋,f栋,,,20楼,20,,
深国际万科和雅轩 (1a2903),深国际万科和雅轩,深国际万科和雅轩,1a,1,,a,29,29,2903,2903
星河world-g座 (8楼),星河world,星河world,g座,g座,,,8楼,8,,
网鱼电竞酒店(上海奉贤南桥店) (136弄4号201 酒店楼上的小区(不是酒店里面)),网鱼电竞酒店(上海奉贤南桥店) (136弄4号),网鱼电竞酒店(上海奉贤南桥店) ,,,,,2,2,201,201
星河领创天下 (二期一楼 深圳鳍源科技有限公司),星河领创天下 (二期),星河领创天下 (二期 深圳鳍源科技有限公司),,,,,一楼,一楼,,
荣诚大厦 (主楼202),荣诚大厦,荣诚大厦,楼,,,,2,2,202,202
潜龙鑫茂花园a区-3栋 (a3栋1单元17b(放门口)),潜龙鑫茂花园a区,潜龙鑫茂花园a区,栋,a3栋,1单元,1单元,17,17,b,b
龙光玖钻-5a栋 (5a负一楼外卖柜),龙光玖钻,龙光玖钻,5a栋,5a栋,,,负一楼,负一楼,,外卖柜
南国电商物流园 (c栋2楼 速鸟物流科技d306),南国电商物流园,南国电商物流园,c栋,c栋,,,2楼3,2楼,306,306
宝泰雅苑-b栋 (1楼127号蟾宫折桂),宝泰雅苑,宝泰雅苑,b栋,b栋,,,1楼,1,127,127
东明大厦(民康路) (10楼1036),东明大厦(民康路),东明大厦(民康路) ,,,,,10,10,1036,1036
科翰教育(福安分校) (前台(甘祥邑)),科翰教育(福安分校) (前台(甘祥邑)),科翰教育(福安分校),,,,,,,,
南坑村麒麟东三巷-11号楼 (三巷一号803),南坑村麒麟东三巷,南坑村麒麟东三巷一号,11号楼,11号楼,,,8,8,803,803
